opportunity_id,account_id,pipeline_amount,Opportunity_Created_Date,sales_segment
DE64p00000VxD5fAAFHW,AC14p00001lm3iRAAQID,11387.67197,2021-06-16T20:55:21Z,Commercial
DE64p00000VxEFLAA3HW,AC14p00001iUzqMAASID,2846.159236,2021-06-17T15:39:19Z,Commercial
DE64p00000VxEx1AAFHW,AC11a00000ggbP3AAIID,20636.94268,2021-06-17T19:01:55Z,Commercial
DE64p00000VxHqJAAVHW,AC11a00000cJFV7AAOID,11438.21656,2021-06-18T17:36:28Z,Commercial
DE64p00000VxRBWAA3HW,AC11P00000zU2OkQAKID,6305.732484,2021-06-21T14:08:39Z,Commercial
DE64p00000VxSP7AANHW,AC11a00000tZdtZAASID,103161.7834,2021-06-21T19:23:51Z,Mid Market
DE64p00000VxTp4AAFHW,AC14p00001mnWBBAA2ID,14904.4586,2021-06-22T14:12:34Z,Commercial
DE64p00000Vxj8lAABHW,AC14p00001j0rvMAAQID,2140.127389,2021-06-25T21:28:29Z,Enterprise
DE64p00000VxjI2AAJHW,AC14p00001henbvAAAID,1341.401274,2021-06-25T23:02:18Z,Commercial
DE64p00000VxrbDAARHW,AC11a00000hGHZJAA4ID,963057.3248,2021-06-29T23:15:03Z,Enterprise
DE64p00000VxxFwAAJHW,AC11P00000zTvtDQASID,6950.636943,2021-06-30T22:32:37Z,Commercial
DE64p00000Vy0zgAABHW,AC11a00000gT5FZAA0ID,52.22929936,2021-07-01T18:59:48Z,Commercial
DE64p00000Vy4V4AAJHW,AC11a00000Ym6bYAARID,2235.66879,2021-07-02T16:01:34Z,Commercial
DE64p00000Vy5MLAAZHW,AC11a00000rfthtAAAID,3081.636943,2021-07-02T21:44:17Z,Commercial
DE64p00000VyM9eAAFHW,AC14p00001moZHvAAMID,4574.407643,2021-07-08T09:34:50Z,Commercial
DE64p00000VyOJOAA3HW,AC11a00000cJ0MFAA0ID,33630.57325,2021-07-08T20:57:20Z,Commercial
DE64p00000VyaZmAAJHW,AC11a00000hIR5EAAWID,4815.286624,2021-07-12T18:11:11Z,Commercial
DE64p00000VybpxAABHW,AC11a00000cJ3O0AAKID,19007.00637,2021-07-12T21:30:51Z,Commercial
DE64p00000VyjEsAAJHW,AC11a00000pFfkQAASID,1236.324841,2021-07-14T14:52:52Z,Commercial
DE64p00000Vyk17AABHW,AC11a00000vVBdbAAGID,11296.81529,2021-07-14T18:09:32Z,Commercial
DE64p00000VyoKKAAZHW,AC11a00000jOxy7AACID,11334.84076,2021-07-15T14:30:22Z,Commercial
DE64p00000VyoTRAAZHW,AC11a00000hGI5OAAWID,7508.958599,2021-07-15T15:11:48Z,Commercial
DE64p00000Vysb6AABHW,AC14p00001mqWMtAAMID,3057.324841,2021-07-16T15:13:50Z,Commercial
DE64p00000VytnUAARHW,AC11a00000hGkICAA0ID,15711.78344,2021-07-16T20:10:42Z,Commercial
DE64p00000Vyu7yAABHW,AC11a00000kNZaNAAWID,31253.50318,2021-07-16T22:01:23Z,Commercial
DE64p00000Vz0N4AAJHW,AC11a00000jN8khAACID,2461.146497,2021-07-19T20:00:17Z,Commercial
DE64p00000Vz7O9AAJHW,AC11P0000135pOwQAIID,2138.200637,2021-07-21T11:18:16Z,Commercial
DE64p00000Vz9a5AABHW,AC11P00000xtqVUQAYID,15734.63694,2021-07-21T22:09:28Z,Commercial
DE64p00000VzISvAANHW,AC11P000013g0LNQAYID,25849.52866,2021-07-23T06:44:19Z,Enterprise
DE64p00000VzQcdAAFHW,AC11a00000XnSgsAAFID,34394.90446,2021-07-27T00:31:51Z,Mid Market
DE64p00000WGJl2AAHHW,AC11a00000hGLpzAAGID,4067.025478,2021-07-28T16:55:53Z,Commercial
DE64p00000WGKBOAA5HW,AC14p00001hwnatAAAID,24807.13376,2021-07-28T18:46:28Z,Commercial
DE64p00000WGKHHAA5HW,AC11a00000hIJ1QAAWID,16394.90446,2021-07-28T19:09:06Z,Commercial
DE64p00000WGKVTAA5HW,AC14p00001n4SOhAAMID,4585.987261,2021-07-28T20:04:14Z,Commercial
DE64p00000WGOwcAAHHW,AC11a00000cJFJ1AAOID,28662.42038,2021-07-29T23:47:42Z,Mid Market
DE64p00000WGReQAAXHW,AC11P000010cdjrQAAID,1490.44586,2021-07-30T17:26:55Z,Mid Market
DE64p00000Uq5AyAAJHW,AC11a00000ksqK3AAIID,28308.43949,2021-05-04T13:34:19Z,Commercial
DE64p00000VvEp5AAFHW,AC11P00000xK4aMQASID,24402.15287,2021-05-04T19:25:48Z,Commercial
DE64p00000VvItiAAFHW,AC14p00001kbgy7AAAID,1872.589172,2021-05-05T13:44:56Z,Commercial
DE64p00000VvNWEAA3HW,AC14p00001kbtynAAAID,6305.732484,2021-05-06T18:08:39Z,Commercial
DE64p00000VvQe3AAFHW,AC11P0000135rixQAAID,7462.834395,2021-05-07T15:34:02Z,Enterprise
DE64p00000VvWUiAANHW,AC11a00000cJGZyAAOID,15890.44586,2021-05-10T20:28:50Z,Commercial
DE64p00000VvWgeAAFHW,AC11a00000oVsJDAA0ID,17579.61783,2021-05-10T21:32:14Z,Enterprise
DE64p00000VvYUNAA3HW,AC11a00000cJ9JQAA0ID,5961.783439,2021-05-11T16:31:44Z,Mid Market
DE64p00000VvdW5AAJHW,AC11P000014mNSlQAMID,8025.477707,2021-05-12T17:09:53Z,Commercial
DE64p00000VveCcAAJHW,AC11a00000kse31AAAID,12042.80255,2021-05-12T20:24:40Z,Mid Market
DE64p00000Vvhj3AABHW,AC11P00000z9QpYQAUID,16245.85987,2021-05-13T20:15:33Z,Commercial
DE64p00000VvhnjAABHW,AC11a00000cJ0D3AAKID,1786.624204,2021-05-13T20:39:42Z,Mid Market
DE64p00000VvjnHAARHW,AC11P000011NTsCQAWID,5539.713376,2021-05-14T12:40:05Z,Commercial
DE64p00000Vvk1kAABHW,AC14p00001hvnEPAAYID,2480.468153,2021-05-14T14:13:46Z,Commercial
DE64p00000Vvk6VAARHW,AC11a00000ta3IFAAYID,5529.72293,2021-05-14T14:46:23Z,Commercial
DE64p00000VvyDpAAJHW,AC11P000014ljtHQAQID,630.5732484,2021-05-19T21:53:01Z,Commercial
DE64p00000Vw0QmAAJHW,AC11a00000hH33UAASID,17656.05096,2021-05-20T14:33:43Z,Commercial
DE64p00000Vw4AlAAJHW,AC11a00000vWhdwAACID,4660.050955,2021-05-21T11:44:13Z,Commercial
DE64p00000VwFlVAAVHW,AC11a00000hGq6XAASID,39505.41401,2021-05-25T16:55:19Z,Commercial
DE64p00000VwK9eAAFHW,AC11a00000taZ8MAAUID,9254.363057,2021-05-26T13:39:45Z,Commercial
DE64p00000VwLj6AAFHW,AC11a00000hIRLqAAOID,3577.070064,2021-05-26T20:26:32Z,Commercial
DE64p00000VwLqRAAVHW,AC14p00001jk6L4AAIID,3796.528662,2021-05-26T20:55:47Z,Commercial
DE64p00000VwOTKAA3HW,AC11P00000zTvOeQAKID,2842.968153,2021-05-27T17:04:10Z,Commercial
DE64p00000VwPJzAANHW,AC11P00000zTxJlQAKID,1203.821656,2021-05-27T21:12:11Z,Commercial
DE64p00000VwS60AAFHW,AC11a00000hFx1IAASID,5282.968153,2021-05-28T16:52:02Z,Commercial
DE64p00000VwSopAAFHW,AC11P0000106SR3QAMID,3057.799363,2021-05-28T21:36:40Z,Commercial
DE64p00000VwW1MAAVHW,AC11a00000uV06xAACID,2672.751592,2021-05-31T10:03:29Z,Commercial
DE64p00000VwoWTAAZHW,AC11a00000vX0hHAASID,3044.39172,2021-06-07T16:30:16Z,Commercial
DE64p00000VwqbdAABHW,AC11a00000cJ9HUAA0ID,114649.6815,2021-06-08T14:02:14Z,Enterprise
DE64p00000VwrfeAABHW,AC11P000013v2UvQAIID,14249.65287,2021-06-08T19:18:11Z,Commercial
DE64p00000VwrlwAABHW,AC11a00000pTnvlAACID,3152.866242,2021-06-08T19:42:07Z,Commercial
DE64p00000Vx0A5AAJHW,AC11a00000gfitOAAQID,9015.286624,2021-06-10T17:17:18Z,Commercial
DE64p00000Vx3Y3AAJHW,AC11a00000ghUagAAEID,45756.30573,2021-06-11T16:32:24Z,Mid Market
DE64p00000Vx4M1AAJHW,AC11a00000uUaGBAA0ID,4719.745223,2021-06-11T20:07:49Z,Mid Market
DE64p00000Vx73JAARHW,AC11P0000144ZGnQAMID,2292.993631,2021-06-14T14:08:44Z,Commercial
DE64p00000VxChNAAVHW,AC11P00000zUFB9QAOID,12661.99045,2021-06-16T18:44:05Z,Commercial
DE64p00000VxTyVAAVHW,AC11a00000gfxjfAAAID,28738.8535,2021-06-22T14:55:31Z,Commercial
DE64p00000VxVrBAAVHW,AC11a00000hGoNMAA0ID,38894.56369,2021-06-23T00:58:43Z,Enterprise
DE64p00000VxZasAAFHW,AC11a00000ieDo0AAEID,6496.815287,2021-06-23T14:20:44Z,Commercial
DE64p00000Vxeh6AABHW,AC11a00000gfiQdAAIID,42038.21656,2021-06-24T19:03:38Z,Mid Market
DE64p00000VxqYZAAZHW,AC11P00000zSR7IQAWID,3374.124204,2021-06-29T17:27:38Z,Commercial
DE64p00000VxwKMAAZHW,AC11a00000hGJ8IAAWID,11718.19108,2021-06-30T17:58:43Z,Commercial
DE64p00000Vy0WtAAJHW,AC11a00000cnzIzAAIID,133.7579618,2021-07-01T17:34:52Z,Commercial
DE64p00000VyACOAA3HW,AC14p00001mpA2gAAEID,3439.490446,2021-07-06T16:48:05Z,Commercial
DE64p00000VyF2tAAFHW,AC11a00000cJFRnAAOID,18649.68153,2021-07-07T18:33:22Z,Commercial
DE64p00000VyNLTAA3HW,AC11a00000jOyLGAA0ID,5534.840764,2021-07-08T17:35:11Z,Commercial
DE64p00000VyOCeAANHW,AC11P00000xiWhHQAUID,2992.356688,2021-07-08T20:37:31Z,Commercial
DE64p00000Vyc1PAARHW,AC11a00000vWPZ5AAOID,6305.732484,2021-07-12T22:32:58Z,Commercial
DE64p00000Vyj28AABHW,AC11a00000cJ0Q7AAKID,84076.43312,2021-07-14T13:40:49Z,Enterprise
DE64p00000VyjVtAAJHW,AC14p00001mqFpaAAEID,3201.792994,2021-07-14T16:09:36Z,Commercial
DE64p00000VyxutAABHW,AC11a00000rA1GLAA0ID,4891.719745,2021-07-19T12:19:50Z,Commercial
DE64p00000Vz2zmAABHW,AC11a00000mLbJmAAKID,4647.133758,2021-07-20T16:44:42Z,Mid Market
DE64p00000Vz3XZAAZHW,AC14p00001j3FXbAAMID,3630.573248,2021-07-20T19:02:02Z,Mid Market
DE64p00000Vz7fSAARHW,AC11a00000cJHbrAAGID,28662.42038,2021-07-21T14:38:17Z,Enterprise
DE64p00000Vz8XoAAJHW,AC11a00000rfYBMAA2ID,5365.605096,2021-07-21T17:59:24Z,Commercial
DE64p00000VzPMPAA3HW,AC14p00001mrKd1AAEID,14904.4586,2021-07-26T16:55:05Z,Commercial
DE64p00000VzQQcAANHW,AC11a00000q6RGnAAMID,936.3057325,2021-07-26T22:03:41Z,Enterprise
DE64p00000WGDjmAAHHW,AC14p00001hwo7EAAQID,16524.84076,2021-07-27T13:57:16Z,Commercial
DE64p00000WGKABAA5HW,AC11a00000gfiQYAAYID,2292.993631,2021-07-28T18:42:25Z,Mid Market
DE64p00000WGOccAAHHW,AC11a00000lnrHTAAYID,13375.79618,2021-07-29T21:06:28Z,Commercial
DE64p00000WGRA1AAPHW,AC11a00000cJ4U4AAKID,25039.49045,2021-07-30T15:13:49Z,Commercial
DE64p00000WGRefAAHHW,AC11a00000ggFxWAAUID,942.0382166,2021-07-30T17:27:56Z,Commercial
DE64p00000WGRm5AAHHW,AC11P00000xhzzRQAQID,6620.649682,2021-07-30T18:00:09Z,Enterprise
DE64p00000WGS8BAAXHW,AC11P00000zTxA7QAKID,6592.356688,2021-07-30T19:39:21Z,Commercial
DE64p00000WGSNuAAPHW,AC11P0000120AorQAEID,3524.754777,2021-07-30T20:40:32Z,Commercial
DE64p00000WGSQUAA5HW,AC11a00000pSfDEAA0ID,13662.42038,2021-07-30T20:52:59Z,Commercial
DE64p00000WGSlhAAHHW,AC11a00000hGHelAAGID,331.388535,2021-07-30T23:01:59Z,Commercial
DE64p00000VvQ93AAFHW,AC11a00000uTjm2AACID,3770.464968,2021-05-07T10:50:53Z,Commercial
DE64p00000VvRRZAA3HW,AC11a00000hFs52AACID,8930.656051,2021-05-07T19:53:15Z,Commercial
DE64p00000VvYqUAAVHW,AC11a00000nc7wQAAQID,6535.031847,2021-05-11T17:53:32Z,Commercial
DE64p00000VvgQ6AAJHW,AC11a00000ksgCEAAYID,23847.13376,2021-05-13T13:41:43Z,Commercial
DE64p00000VvkJoAAJHW,AC11a00000jPJzoAAGID,9515.541401,2021-05-14T15:50:47Z,Commercial
DE64p00000VvpF6AAJHW,AC11P00000zTy0vQACID,1834.394904,2021-05-17T15:50:29Z,Enterprise
DE64p00000VvqbVAARHW,AC11a00000nZnLaAAKID,14904.4586,2021-05-17T22:42:13Z,Enterprise
DE64p00000Vvqc8AABHW,AC11a00000ghxw9AAAID,223566.879,2021-05-17T22:45:05Z,Enterprise
DE64p00000VvraDAARHW,AC11P00000xL2e9QACID,9804.993631,2021-05-18T15:16:58Z,Commercial
DE64p00000VvtUCAAZHW,AC14p00001hRDvXAAWID,46012.73885,2021-05-19T00:30:17Z,Mid Market
DE64p00000Vw0XnAAJHW,AC11a00000cpE46AAEID,17438.21656,2021-05-20T15:00:40Z,Commercial
DE64p00000Vw1AQAAZHW,AC11a00000ksu6CAAQID,17197.45223,2021-05-20T17:09:42Z,Commercial
DE64p00000Vw8eLAARHW,AC11a00000cJ5XoAAKID,9844.585987,2021-05-21T19:47:35Z,Commercial
DE64p00000VwLo1AAFHW,AC14p00001lje6IAAQID,2429.207006,2021-05-26T20:43:27Z,Commercial
DE64p00000VwRcIAAVHW,AC11a00000hGKSGAA4ID,39974.52229,2021-05-28T15:10:20Z,Commercial
DE64p00000VwSaHAAVHW,AC14p00001liul8AAAID,5216.56051,2021-05-28T19:49:26Z,Commercial
DE64p00000VwYQmAANHW,AC11a00000cnJAqAAMID,27945.85987,2021-06-01T21:01:42Z,Mid Market
DE64p00000VwgtfAABHW,AC11P00000zU0P6QAKID,743.0987261,2021-06-03T21:47:51Z,Enterprise
DE64p00000Vwk7NAARHW,AC11a00000hIJMwAAOID,1620.414013,2021-06-04T20:24:42Z,Commercial
DE64p00000VwpxFAARHW,AC11a00000gT5FZAA0ID,9248.407643,2021-06-07T22:47:32Z,Commercial
DE64p00000VwqgJAARHW,AC11a00000t0CQyAAMID,28127.38854,2021-06-08T14:34:58Z,Enterprise
DE64p00000VwsBfAAJHW,AC11a00000hGlVDAA0ID,23732.48408,2021-06-08T21:59:49Z,Mid Market
DE64p00000VwsCiAAJHW,AC11a00000hIIOwAAOID,14100,2021-06-08T22:07:49Z,Commercial
DE64p00000VwwLHAAZHW,AC14p00001kZnC0AAKID,4842.812102,2021-06-09T16:06:18Z,Commercial
DE64p00000Vx3b2AABHW,AC14p00001llY0pAAEID,3515.923567,2021-06-11T16:47:08Z,Commercial
DE64p00000Vx4O2AAJHW,AC14p00001llQbJAAUID,5958.471338,2021-06-11T20:14:55Z,Commercial
DE64p00000Vx7NiAAJHW,AC14p00001llo6UAAQID,1154.140127,2021-06-14T16:00:45Z,Commercial
DE64p00000VxCZYAA3HW,AC11a00000kstXqAAIID,9554.140127,2021-06-16T18:11:23Z,Mid Market
DE64p00000VxDiqAAFHW,AC11a00000q6cAQAAYID,7441.407643,2021-06-17T08:48:53Z,Commercial
DE64p00000VxDmVAAVHW,AC11a00000tZbRUAA0ID,6264.012739,2021-06-17T11:17:53Z,Commercial
DE64p00000VxEBEAA3HW,AC11a00000gf0YxAAIID,3993.630573,2021-06-17T15:20:09Z,Commercial
DE64p00000VxEcZAAVHW,AC11a00000hIIGnAAOID,4394.904459,2021-06-17T17:33:36Z,Commercial
DE64p00000VxILsAANHW,AC14p00001j0U5jAAEID,4739.617834,2021-06-18T19:55:08Z,Commercial
DE64p00000Vxf7iAABHW,AC11a00000cJKh4AAGID,6114.649682,2021-06-24T20:58:34Z,Enterprise
DE64p00000Vxf8MAARHW,AC11a00000rfvMNAAYID,4939.665605,2021-06-24T21:01:27Z,Commercial
DE64p00000VxhUvAAJHW,AC14p00001mnoJMAAYID,3707.076433,2021-06-25T05:35:39Z,Commercial
DE64p00000Vxig8AABHW,AC11a00000cJVTAAA4ID,5211.210191,2021-06-25T18:48:24Z,Commercial
DE64p00000VxjGfAAJHW,AC11a00000hIJP7AAOID,6744.840764,2021-06-25T22:44:33Z,Commercial
DE64p00000VxqUwAAJHW,AC11a00000cJIXgAAOID,20063.69427,2021-06-29T17:09:43Z,Mid Market
DE64p00000VxwH3AAJHW,AC11a00000kseWhAAIID,3076.433121,2021-06-30T17:44:00Z,Commercial
DE64p00000Vy1CGAAZHW,AC11a00000cJSlVAAWID,8042.675159,2021-07-01T19:28:16Z,Commercial
DE64p00000Vy1QmAAJHW,AC11a00000gT5FZAA0ID,17350.31847,2021-07-01T20:22:38Z,Commercial
DE64p00000Vy3qHAARHW,AC11a00000q6a7MAAQID,9517.589172,2021-07-02T12:45:28Z,Commercial
DE64p00000Vy4peAABHW,AC14p00001moSurAAEID,7109.675159,2021-07-02T17:57:04Z,Commercial
DE64p00000VyEmWAAVHW,AC11P0000136xezQAAID,3949.818471,2021-07-07T17:41:55Z,Commercial
DE64p00000VyMlLAAVHW,AC11a00000hGm51AACID,12726.11465,2021-07-08T15:18:25Z,Commercial
DE64p00000VyNdTAAVHW,AC11P00000xMGFvQAOID,5923.566879,2021-07-08T18:49:14Z,Commercial
DE64p00000VyNjqAAFHW,AC11a00000sHDm1AAGID,3869.426752,2021-07-08T18:58:56Z,Enterprise
DE64p00000VyO2FAAVHW,AC11a00000hGoHOAA0ID,718.4713376,2021-07-08T20:04:38Z,Enterprise
DE64p00000VyadAAARHW,AC11a00000p9Qt7AAEID,13556.75159,2021-07-12T18:26:51Z,Commercial
DE64p00000VybevAABHW,AC14p00001kZHe9AAGID,28738.8535,2021-07-12T20:43:22Z,Mid Market
DE64p00000Vyda6AABHW,AC11a00000nYAI9AAOID,11035.03185,2021-07-13T17:35:51Z,Mid Market
DE64p00000Vyk8RAARHW,AC11a00000hIVQ2AAOID,15898.08917,2021-07-14T18:24:30Z,Commercial
DE64p00000Vyk9eAABHW,AC11P00000zU2aBQASID,3439.490446,2021-07-14T18:31:34Z,Commercial
DE64p00000VykwqAABHW,AC11P00000zVCAoQAOID,7582.165605,2021-07-14T20:23:18Z,Commercial
DE64p00000VyldLAARHW,AC11a00000lq5G5AAIID,9171.974522,2021-07-15T00:05:42Z,Mid Market
DE64p00000VyxmUAARHW,AC14p00001mqVxqAAEID,1203.340764,2021-07-19T08:15:03Z,Commercial
DE64p00000Vz0gxAABHW,AC14p00001kEmKxAAKID,1910.828025,2021-07-19T20:54:10Z,Commercial
DE64p00000Vz33ZAARHW,AC11a00000cJTr5AAGID,16933.75796,2021-07-20T16:56:47Z,Commercial
DE64p00000Vz3unAABHW,AC11a00000hGkRTAA0ID,90912.31529,2021-07-20T20:19:09Z,Enterprise
DE64p00000Vz55PAARHW,AC11a00000cJTKQAA4ID,10379.61783,2021-07-21T04:05:19Z,Mid Market
DE64p00000Vz9CmAAJHW,AC14p00001mr5WyAAIID,3129.936306,2021-07-21T20:25:12Z,Commercial
DE64p00000Vz9N1AAJHW,AC11a00000kseroAAAID,7452.229299,2021-07-21T21:04:54Z,Commercial
DE64p00000VzCauAAFHW,AC14p00001mr6DEAAYID,54114.64968,2021-07-22T15:43:56Z,Commercial
DE64p00000VzCiFAAVHW,AC11a00000hGmzEAASID,573.2484076,2021-07-22T16:11:00Z,Enterprise
DE64p00000VzD3cAAFHW,AC11a00000vVPKaAAOID,4620.382166,2021-07-22T17:40:08Z,Commercial
DE64p00000VzPKxAANHW,AC11a00000pRrH1AAKID,17549.04459,2021-07-26T16:51:25Z,Commercial
DE64p00000VzPXcAANHW,AC11a00000cJKIsAAOID,6677.197452,2021-07-26T17:33:07Z,Commercial
DE64p00000VzPdLAAVHW,AC11P00001336s9QAAID,7521.019108,2021-07-26T17:59:31Z,Commercial
DE64p00000WGFI1AAPHW,AC11a00000moh9pAAAID,87.89808917,2021-07-27T20:34:31Z,Commercial
DE64p00000WGKnwAAHHW,AC11a00000wM2pGAASID,5738.216561,2021-07-28T21:30:33Z,Commercial
DE64p00000WGOOzAAPHW,AC11P00000zTposQACID,87.89808917,2021-07-29T19:58:54Z,Commercial
DE64p00000WGRHEAA5HW,AC14p00001n4EcvAAEID,263.3216561,2021-07-30T15:44:30Z,Commercial
DE64p00000WGRP8AAPHW,AC14p00001mrCmrAAEID,20063.69427,2021-07-30T16:15:08Z,Mid Market
DE64p00000WGRXoAAPHW,AC11a00000jwSITAA2ID,5961.783439,2021-07-30T16:53:27Z,Commercial
DE64p00000Uq6ALAAZHW,AC11a00000cJBsqAAGID,39154.01274,2021-05-04T18:02:16Z,Commercial
DE64p00000VvMULAA3HW,AC11a00000vX3AvAAKID,4392.496815,2021-05-06T10:40:22Z,Commercial
DE64p00000VvN0mAAFHW,AC11a00000hIJSaAAOID,28662.42038,2021-05-06T15:46:50Z,Mid Market
DE64p00000VvQgTAAVHW,AC11a00000cJ0oTAASID,163949.0446,2021-05-07T15:46:59Z,Enterprise
DE64p00000VvYTKAA3HW,AC11a00000hIImtAAGID,19375.79618,2021-05-11T16:26:43Z,Mid Market
DE64p00000VvdSmAAJHW,AC11a00000cJ40dAACID,1725.477707,2021-05-12T16:45:13Z,Commercial
DE64p00000VvhD7AAJHW,AC11P00000zTyHAQA0ID,8942.675159,2021-05-13T17:39:00Z,Commercial
DE64p00000VvjbFAARHW,AC14p00001kc9sxAAAID,2894.589172,2021-05-14T03:32:38Z,Commercial
DE64p00000Vvk3RAARHW,AC11P000012ELGhQAOID,2908.073248,2021-05-14T14:23:43Z,Commercial
DE64p00000VvpjfAABHW,AC11a00000ksPpaAAEID,5365.605096,2021-05-17T18:11:02Z,Commercial
DE64p00000VvpmKAARHW,AC11a00000ggr4IAAQID,5029.299363,2021-05-17T18:20:54Z,Mid Market
DE64p00000Vw1VoAAJHW,AC11P00000xKD3jQAGID,5848.566879,2021-05-20T17:59:22Z,Commercial
DE64p00000Vw2YoAAJHW,AC11a00000hGm2CAASID,343949.0446,2021-05-20T23:58:29Z,Enterprise
DE64p00000VwD3cAAFHW,AC11a00000nbMiWAAUID,33821.65605,2021-05-24T17:09:45Z,Enterprise
DE64p00000VwK8MAAVHW,AC11P0000136McoQAEID,3224.60828,2021-05-26T13:24:49Z,Commercial
DE64p00000VwNuPAAVHW,AC11P000012YoGvQAKID,2143.949045,2021-05-27T13:56:37Z,Enterprise
DE64p00000VwOUIAA3HW,AC11a00000vVZc3AAGID,8828.025478,2021-05-27T17:10:21Z,Commercial
DE64p00000VwSGWAA3HW,AC14p00001ljtZ0AAIID,5258.598726,2021-05-28T17:43:39Z,Commercial
DE64p00000VwaadAABHW,AC11a00000cJIOKAA4ID,290980.8917,2021-06-02T19:43:29Z,Enterprise
DE64p00000VwnosAABHW,AC11P000014mVr2QAEID,9963.898089,2021-06-07T09:16:57Z,Commercial
DE64p00000Vwr6yAABHW,AC11a00000WJrgTAATID,20207.00637,2021-06-08T16:46:52Z,Commercial
DE64p00000Vx0iWAARHW,AC14p00001ll8kOAAQID,4232.044586,2021-06-10T19:39:33Z,Commercial
DE64p00000Vx0rYAARHW,AC11a00000kNoklAACID,11923.56688,2021-06-10T20:26:18Z,Commercial
DE64p00000Vx3vcAABHW,AC14p00001jvlubAAAID,6700.047771,2021-06-11T18:15:45Z,Commercial
DE64p00000Vx7uSAARHW,AC11a00000cn81XAAQID,745222.9299,2021-06-14T18:22:49Z,Enterprise
DE64p00000Vx8dyAABHW,AC14p00001lloq4AAAID,8484.076433,2021-06-14T22:47:05Z,Mid Market
DE64p00000Vx9hAAARHW,AC11a00000kOLjRAAWID,7165.605096,2021-06-15T16:24:25Z,Enterprise
DE64p00000VxAN6AANHW,AC11P00000zTvYpQAKID,636.9426752,2021-06-15T19:34:15Z,Commercial
DE64p00000VxAY0AANHW,AC11P0000120rnRQAQID,7452.229299,2021-06-15T20:10:09Z,Commercial
DE64p00000VxAmYAAVHW,AC11a00000ksQsBAAUID,5904.458599,2021-06-15T21:11:00Z,Commercial
DE64p00000VxBUcAANHW,AC14p00001hvmhfAAAID,5218.082803,2021-06-16T09:50:35Z,Commercial
DE64p00000VxSogAAFHW,AC11a00000pSb8gAACID,10433.12102,2021-06-21T21:05:26Z,Commercial
DE64p00000VxUOoAANHW,AC11a00000oW3puAACID,7154.140127,2021-06-22T16:30:15Z,Commercial
DE64p00000VxabkAABHW,AC11P00000zTwKbQAKID,5216.56051,2021-06-23T19:16:53Z,Commercial
DE64p00000VxdhSAARHW,AC11P000012WB27QAGID,11701.61146,2021-06-24T15:18:56Z,Commercial
DE64p00000VxfREAAZHW,AC11a00000ggmQ7AAIID,4471.33758,2021-06-24T22:33:12Z,Mid Market
DE64p00000Vxj3vAABHW,AC11P00000xhrmWQAQID,14904.4586,2021-06-25T20:57:37Z,Mid Market
DE64p00000VxoCjAAJHW,AC11a00000kssMaAAIID,6515.923567,2021-06-28T17:34:16Z,Commercial
DE64p00000VxqCnAAJHW,AC11a00000ksrZuAAIID,2347.452229,2021-06-29T15:30:33Z,Commercial
DE64p00000VxvdrAABHW,AC11a00000hG9RNAA0ID,35564.33121,2021-06-30T14:53:19Z,Commercial
