sales_touchpoint_id,channel_name,contact_id,sales_touchpoint_date
SAT1P00003N71jfUABID,Outbound,CO31a00000p68O8AAIID,2020-04-09T15:45:01Z
SAT1P00003N8GRWUA3ID,Outbound,CO31P00001DDVlBQAXID,2020-04-10T16:41:22Z
SAT1P00003N72ucUABID,Outbound,CO31P00001B7VD6QANID,2020-04-09T15:25:36Z
SAT4p00001TWVxtEAHID,Outbound,CO34p00001fnZJZAA2ID,2020-07-06T16:44:34Z
SAT4p00001TWm48EADID,Outbound,CO31a00000mjRZsAAMID,2020-07-07T14:19:59Z
SAT4p00001TXyPkEALID,Outbound,CO31P00001Erm3BQARID,2020-07-09T16:34:42Z
SAT4p00001TXrguEADID,Outbound,CO31a00000hlQJHAA2ID,2020-07-09T14:45:38Z
SAT4p00001TWcovEADID,Outbound,CO34p00001fqMhfAAEID,2020-07-06T20:35:19Z
SAT4p00001TXqrLEATID,Outbound,CO31P000019wkm0QAAID,2020-07-09T14:24:55Z
SAT4p00001WNVRWEA5ID,Outbound,CO31a00000dcrvdAAAID,2020-10-05T17:37:36Z
SAT4p00001XH5guEADID,Outbound,CO34p00001h9v2NAAQID,2020-10-06T17:30:54Z
SAT4p00001XHq5uEADID,Outbound,CO31P000016cDnIQAUID,2020-10-08T15:13:25Z
SAT4p00001XHmksEADID,Outbound,CO31P000015a8MoQAIID,2020-10-08T14:20:16Z
SAT4p00001WNYBDEA5ID,Outbound,CO31P000016cDnIQAUID,2020-10-05T18:50:17Z
SAT4p00001XGz4gEADID,Outbound,CO34p00001f5X7gAAEID,2020-10-06T15:23:53Z
SAT4p00001XIPtmEAHID,Outbound,CO31a00000oWrUKAA0ID,2020-10-09T18:11:07Z
SAT4p00001XHEv1EAHID,Outbound,CO34p00001hAI2hAAGID,2020-10-06T21:10:55Z
SAT4p00001atSE4EAMID,Outbound,CO31a00000hKlhFAASID,2021-01-07T17:13:14Z
SAT4p00001at9VEEAYID,Outbound,CO31a00000kkCgPAAUID,2021-01-06T20:23:58Z
SAT4p00001asMLVEA2ID,Outbound,CO34p00001h9zOkAAIID,2021-01-05T16:23:29Z
SAT4p00001atE5vEAEID,Outbound,CO34p00001h9JvHAAUID,2021-01-06T22:07:17Z
SAT4p00001asQSKEA2ID,Outbound,CO31P000019wy02QAAID,2021-01-05T18:21:56Z
SAT4p00001asuY0EAIID,Outbound,CO31P000017YpjXQASID,2021-01-06T14:54:25Z
SAT4p00001ep8tGEAQID,Outbound,CO31P000015xjYAQAYID,2021-04-06T14:45:28Z
SAT4p00001epAmbEAEID,Outbound,CO31P000016d3KPQAYID,2021-04-06T14:54:22Z
SAT4p00001fG0EKEA0ID,Outbound,CO31P000018B5FIQA0ID,2021-04-09T13:46:35Z
SAT4p00001eqFKxEAMID,Outbound,CO31P000012mJvsQAEID,2021-04-08T13:55:03Z
SAT4p00001eptQaEAIID,Outbound,CO34p00001i26DuAAIID,2021-04-07T19:44:36Z
SAT4p00001fFz2LEASID,Outbound,CO31P00001BmaaQQARID,2021-04-09T13:35:52Z
SAT4p00001fG5I7EAKID,Outbound,CO31a00000wWC7OAAWID,2021-04-09T15:18:36Z
SAT4p00001ep6UZEAYID,Outbound,CO31a00000qRtaeAACID,2021-04-06T13:18:23Z
SAT4p00001j5TPvEAMID,Outbound,CO34p00001f6AYkAAMID,2021-07-07T13:34:23Z
SAT4p00001j6YaDEAUID,Outbound,CO34p00001mtVCqAAMID,2021-07-09T14:51:40Z
SAT4p00001j6IhOEAUID,Outbound,CO34p00001fxQJIAA2ID,2021-07-08T19:00:17Z
SAT4p00001j6WpMEAUID,Outbound,CO31a00000z9WTKAA2ID,2021-07-09T13:52:04Z
SAT4p00001j4PdmEAEID,Outbound,CO31P000016OJ38QAGID,2021-07-06T12:47:58Z
SAT4p00001j6NWDEA2ID,Outbound,CO31P000016djEOQAYID,2021-07-08T20:49:40Z
SAT4p00001j6UouEAEID,Outbound,CO34p00001mcpfHAAQID,2021-07-09T13:00:49Z
SAT4p00001j48bCEAQID,Outbound,CO31P000016bXH6QAMID,2021-07-05T07:17:21Z
SAT4p00001j6c9NEAQID,Outbound,CO34p00001gOuX8AAKID,2021-07-09T15:49:35Z
SAT4p00001j6Z3eEAEID,Outbound,CO34p00001m2XudAAEID,2021-07-09T15:00:17Z
SAT4p00001j4j39EAAID,Outbound,CO34p00001m3wIxAAIID,2021-07-06T17:51:40Z
SAT4p00001j5t6gEAAID,Outbound,CO34p00001kV4fGAASID,2021-07-07T22:10:37Z
SAT4p00001j61gREAQID,Outbound,CO34p00001m2XudAAEID,2021-07-08T14:04:38Z
SAT4p00001j6KPBEA2ID,Outbound,CO31P00001B4aCHQAZID,2021-07-08T20:01:19Z
SAT4p00001j5fwiEAAID,Outbound,CO31P000016NwsLQASID,2021-07-07T16:57:08Z
SAT1P00002Se6s4UABID,Outbound,CO31a00000cZmcgAACID,2019-01-16T21:37:52Z
SAT1P00002SePaFUAVID,Outbound,CO31a000010ZbVMAA0ID,2019-01-17T14:25:14Z
SAT1P00002Sdj69UABID,Outbound,CO31P000012mJM2QAMID,2019-01-16T16:43:03Z
SAT1P00002SebPfUAJID,Outbound,CO31a00000hKizUAASID,2019-01-17T16:57:48Z
SAT1P00002TYG9ZUAXID,Outbound,CO31a00000llRRhAAMID,2019-01-18T18:22:46Z
SAT1P00002Sdt5RUARID,Outbound,CO31P000012mJvsQAEID,2019-01-16T18:38:00Z
SAT1P00002Se5jMUARID,Outbound,CO31a00000hlP5YAAUID,2019-01-16T21:18:57Z
SAT1P00002SeSH0UANID,Outbound,CO31P0000134Uf9QAEID,2019-01-17T15:03:34Z
SAT1P00002gHB4ZUAWID,Outbound,CO31P000015KWKuQAOID,2019-04-15T17:06:46Z
SAT1P00002gweLoUAIID,Outbound,CO31a00000wqaeLAAQID,2019-04-19T18:03:31Z
SAT1P00002gI7LdUAKID,Outbound,CO31a00000mj1MaAAIID,2019-04-16T17:20:59Z
SAT1P00002gHywtUACID,Outbound,CO31a00000hJjJlAAKID,2019-04-16T15:46:48Z
SAT1P00002gKEo8UAGID,Outbound,CO31a00000lkdgUAAQID,2019-04-18T20:10:24Z
SAT1P00002pHq0CUASID,Outbound,CO31P0000178blVQAQID,2019-07-15T21:05:27Z
SAT1P00002pJxFpUAKID,Outbound,CO31a00000hJjGNAA0ID,2019-07-17T19:11:17Z
SAT1P00002plWd6UAEID,Outbound,CO31a00000xLWWvAAOID,2019-07-19T16:53:02Z
SAT1P00002pHpZgUAKID,Outbound,CO31P000015vioWQAQID,2019-07-15T21:02:43Z
SAT1P00002pJmS3UAKID,Outbound,CO31a00000hJl6PAASID,2019-07-17T17:22:34Z
SAT1P00002pICIxUAOID,Outbound,CO31a00000nwYqfAAEID,2019-07-16T14:07:38Z
SAT1P00002pICBXUA4ID,Outbound,CO31P000016ayZrQAIID,2019-07-16T14:06:26Z
SAT1P00002pIay9UACID,Outbound,CO31P0000178VRNQA2ID,2019-07-16T17:15:24Z
SAT1P00002plLZgUAMID,Outbound,CO31a000011O6dfAACID,2019-07-19T15:00:12Z
SAT1P000031kSslUAEID,Outbound,CO31a000011PChoAAGID,2019-10-18T17:06:43Z
SAT1P000030oJfmUAEID,Outbound,CO31P000019vF3GQAUID,2019-10-15T15:17:05Z
SAT1P000031k2Z9UAIID,Outbound,CO31P000016btD9QAIID,2019-10-18T12:53:07Z
SAT1P000030nyzvUAAID,Outbound,CO31P000016bl37QAAID,2019-10-15T12:11:27Z
SAT1P00003E0MrDUAVID,Outbound,CO31P000015vS5oQAEID,2020-01-17T20:12:13Z
SAT1P00003DYPwtUAHID,Outbound,CO31P000014ps4cQAAID,2020-01-15T21:22:09Z
SAT1P00003DXeH7UALID,Outbound,CO31a00000uFAzfAAGID,2020-01-15T14:35:32Z
SAT1P00003DyiijUABID,Outbound,CO31P000019w2HLQAYID,2020-01-16T19:34:01Z
SAT1P00003DXYEaUAPID,Outbound,CO31P00001B4G65QAFID,2020-01-15T13:00:19Z
SAT1P00003NipwTUARID,Outbound,CO31P00001Cg8SBQAZID,2020-04-15T21:26:31Z
SAT1P00003N9RhsUAFID,Outbound,CO31P0000135cHGQAYID,2020-04-13T18:11:32Z
SAT1P00003N9SrjUAFID,Outbound,CO31a00000xK4xsAACID,2020-04-13T18:19:27Z
SAT1P00003N9xrmUABID,Outbound,CO31a00000uXoAwAAKID,2020-04-14T15:19:00Z
SAT1P00003NjXleUAFID,Outbound,CO31P00001D9ponQABID,2020-04-16T17:56:41Z
SAT1P00003N9SOpUANID,Outbound,CO31a00000xK4xsAACID,2020-04-13T18:11:10Z
SAT1P00003N9nl8UABID,Outbound,CO31P00001DBy2zQADID,2020-04-14T09:36:08Z
SAT1P00003NkHVWUA3ID,Outbound,CO31P000019UMLWQA4ID,2020-04-17T16:51:25Z
SAT1P00003NilsxUABID,Outbound,CO31P000019TJGeQAOID,2020-04-15T19:53:57Z
SAT4p00001TnqK0EAJID,Outbound,CO34p00001gPflbAACID,2020-07-17T21:57:31Z
SAT4p00001TnnYuEAJID,Outbound,CO31P00001ErEQFQA3ID,2020-07-17T19:27:26Z
SAT4p00001TmfOTEAZID,Outbound,CO31P000014rYxMQAUID,2020-07-15T17:28:50Z
SAT4p00001TlfnNEARID,Outbound,CO31P000016eRcMQAUID,2020-07-13T19:27:30Z
SAT4p00001TnAjfEAFID,Outbound,CO34p00001gOHzdAAGID,2020-07-16T16:54:43Z
SAT4p00001TlsbIEARID,Outbound,CO31P00001Ae1TFQAZID,2020-07-14T14:43:12Z
SAT4p00001XKoUJEA1ID,Outbound,CO31a00000f1k0cAAAID,2020-10-14T19:34:52Z
SAT4p00001XIxMREA1ID,Outbound,CO31P00001CLuoMQATID,2020-10-12T15:59:40Z
SAT4p00001XKat8EADID,Outbound,CO31P000012OzlRQASID,2020-10-14T14:01:55Z
SAT4p00001bDieREASID,Outbound,CO31a00000llbmcAAAID,2021-01-15T16:38:19Z
SAT4p00001bCqiaEACID,Outbound,CO31a00000hKiMIAA0ID,2021-01-13T17:49:21Z
SAT4p00001bCLS0EAOID,Outbound,CO31P000015v1EcQAIID,2021-01-12T17:35:47Z
SAT4p00001bDBe8EAGID,Outbound,CO34p00001gQnBlAAKID,2021-01-14T14:44:21Z
SAT4p00001bDFRyEAOID,Outbound,CO31P000015v1EcQAIID,2021-01-14T16:18:06Z
SAT4p00001bCIomEAGID,Outbound,CO31P000018CRpEQAWID,2021-01-12T16:54:24Z
SAT4p00001fJ1v7EACID,Outbound,CO34p00001iZwUBAA0ID,2021-04-15T22:15:06Z
SAT4p00001fJYvvEAGID,Outbound,CO31P00001CuHSeQANID,2021-04-16T14:07:23Z
SAT4p00001fIWr2EAGID,Outbound,CO31P000015vPEtQAMID,2021-04-15T14:41:23Z
SAT4p00001fHlgbEACID,Outbound,CO34p00001kD2s7AACID,2021-04-13T19:05:38Z
SAT4p00001jPc7KEASID,Outbound,CO34p00001muR6YAAUID,2021-07-14T16:12:26Z
SAT4p00001jOFMLEA4ID,Outbound,CO31P000016RJfHQAWID,2021-07-12T19:26:45Z
SAT4p00001jPDjpEAGID,Outbound,CO31a00000lkePCAAYID,2021-07-13T19:21:13Z
SAT4p00001jQ34iEACID,Outbound,CO34p00001m31QHAAYID,2021-07-15T15:14:02Z
SAT4p00001jPKrDEAWID,Outbound,CO31a00000dfeeGAAQID,2021-07-13T21:27:40Z
SAT4p00001jQLiuEAGID,Outbound,CO34p00001m2pvIAAQID,2021-07-15T21:52:37Z
SAT4p00001jPgYREA0ID,Outbound,CO34p00001m0wxXAAQID,2021-07-14T17:23:20Z
SAT4p00001jPWXVEA4ID,Outbound,CO34p00001f5tf5AAAID,2021-07-14T13:38:53Z
SAT4p00001jQcGGEA0ID,Outbound,CO31a00000hlhRcAAIID,2021-07-16T16:46:39Z
SAT4p00001jO1qrEACID,Outbound,CO31P000016efpJQAQID,2021-07-12T15:52:14Z
SAT4p00001jPoDzEAKID,Outbound,CO34p00001mtWvoAAEID,2021-07-14T20:23:20Z
SAT4p00001jOIiMEAWID,Outbound,CO34p00001muEw7AAEID,2021-07-12T20:24:09Z
SAT4p00001jQ3YdEAKID,Outbound,CO34p00001fmhlOAAQID,2021-07-15T15:10:30Z
SAT4p00001jQkEjEAKID,Outbound,CO31P000017as4IQAQID,2021-07-16T20:53:56Z
SAT4p00001jP9a4EACID,Outbound,CO34p00001mceO7AAIID,2021-07-13T17:53:13Z
SAT4p00001jPl2jEACID,Outbound,CO31P000014qbsOQAQID,2021-07-14T19:06:51Z
SAT4p00001jQ0rhEACID,Outbound,CO34p00001muTSFAA2ID,2021-07-15T14:03:14Z
SAT1P00002TZXENUA5ID,Outbound,CO31a00000p6heJAAQID,2019-01-22T17:09:06Z
SAT1P00002TaY0uUAFID,Outbound,CO31a00000zAzlaAACID,2019-01-23T18:05:16Z
SAT1P00002UUo6mUADID,Outbound,CO31P0000135aGqQAIID,2019-01-25T15:43:08Z
SAT1P00002TbV9lUAFID,Outbound,CO31a00000cZIJ2AAOID,2019-01-24T16:33:09Z
SAT1P00002hYXlDUAWID,Outbound,CO31P000015a8MoQAIID,2019-04-25T16:09:24Z
SAT1P00002gzlVcUAIID,Outbound,CO31P000015a5egQAAID,2019-04-24T19:02:59Z
SAT1P00002gzxn3UAAID,Outbound,CO31a00000uZBk7AAGID,2019-04-24T21:26:07Z
SAT1P00002hYUpyUAGID,Outbound,CO31P000015Lyg2QACID,2019-04-25T15:48:01Z
SAT1P00002qgfwIUAQID,Outbound,CO31P000015wkkmQAAID,2019-07-26T19:17:11Z
SAT1P00002q9ECHUA2ID,Outbound,CO31P0000135vfCQAQID,2019-07-23T17:19:26Z
SAT1P00002qCW5JUAWID,Outbound,CO31P000017XI3zQAGID,2019-07-25T22:24:53Z
SAT1P00002qAB5FUAWID,Outbound,CO31P000016pPKnQAMID,2019-07-24T15:07:50Z
SAT1P00002qD1flUACID,Outbound,CO31P000016coduQAAID,2019-07-26T15:42:32Z
SAT1P00002qA6ncUACID,Outbound,CO31a000011OEroAAGID,2019-07-24T14:24:48Z
SAT1P000032QTD5UAOID,Outbound,CO31P000019Uh4hQACID,2019-10-24T16:48:19Z
SAT1P000032RiDsUAKID,Outbound,CO31a00000tbFEmAAMID,2019-10-25T20:11:34Z
SAT1P000031lCLGUA2ID,Outbound,CO31P000018uF2ZQAUID,2019-10-21T13:09:17Z
SAT1P000032QimRUASID,Outbound,CO31a000010c3q2AAAID,2019-10-24T19:54:32Z
SAT1P000031lCQ0UAMID,Outbound,CO31P000019uG3yQAEID,2019-10-21T13:07:26Z
SAT1P00003EZxczUADID,Outbound,CO31a00000vb5eBAAQID,2020-01-21T18:12:07Z
SAT1P00003EaAitUAFID,Outbound,CO31P00001BmpggQABID,2020-01-21T20:29:39Z
SAT1P00003EaKpGUAVID,Outbound,CO31P000013gK3DQAUID,2020-01-21T22:04:40Z
SAT1P00003EdbtgUABID,Outbound,CO31P000019upQ4QAIID,2020-01-24T12:37:25Z
SAT1P00003Eczg2UABID,Outbound,CO31P000019w1HoQAIID,2020-01-23T20:06:03Z
SAT1P00003OCCpcUAHID,Outbound,CO31a00000xLQDhAAOID,2020-04-21T19:20:05Z
SAT1P00003NllVEUAZID,Outbound,CO31P00001B720nQABID,2020-04-20T17:24:19Z
SAT1P00003NliWsUAJID,Outbound,CO31P00001BkeVNQAZID,2020-04-20T16:17:02Z
SAT1P00003ODv24UADID,Outbound,CO31P000018CltKQASID,2020-04-23T16:34:51Z
SAT1P00003OCh8DUATID,Outbound,CO31P000016bIsiQAEID,2020-04-22T08:05:37Z
SAT1P00003OD2K7UALID,Outbound,CO31a00000tf6e8AAAID,2020-04-22T18:18:49Z
SAT1P00003NMfd7UADID,Outbound,CO31P00001Cvc8FQARID,2020-04-24T16:56:09Z
SAT4p00001UEFnTEAXID,Outbound,CO31a00000oWrUKAA0ID,2020-07-22T15:06:23Z
SAT4p00001UEFAnEAPID,Outbound,CO34p00001fn6GWAAYID,2020-07-22T14:19:45Z
SAT4p00001UEMApEAPID,Outbound,CO31P00001B6iBfQAJID,2020-07-22T17:17:12Z
SAT4p00001ToFXbEANID,Outbound,CO34p00001gQCOrAAOID,2020-07-20T15:16:53Z
SAT4p00001UE6DOEA1ID,Outbound,CO34p00001gQNMuAAOID,2020-07-21T21:22:58Z
SAT4p00001ToQlPEAVID,Outbound,CO31a00000xLX7aAAGID,2020-07-20T18:23:20Z
SAT4p00001TooWLEAZID,Outbound,CO31P000017ZUtIQAWID,2020-07-21T18:22:11Z
